element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id
370,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-1108572,2101199,54525,1163097,370
370,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-904178,1203102,2283,906461,370
370,34,3,4,False,2025-09-14T13:00:00Z,0,1,4,False,3,0,1,0,0,0,0,0,0,0,0,0,14,3.0,0.6,19.0,2.3,0,0,0,0,0,0.08,0.01,0.09,0.00,59,-240681,1023077,21895,262576,370
371,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,59,0,0,0,0,0,0,0,1,0,0,0,5,8.4,1.3,0.0,1.0,5,5,1,6,1,0.00,0.01,0.01,0.81,60,0,669998,0,0,371
371,19,15,1,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,0,0,2,0,0,0,0,0,0,0,7,17.6,1.1,0.0,1.9,7,4,2,9,1,0.00,0.00,0.00,0.93,60,-80235,647940,29455,109690,371
371,25,1,6,True,2025-08-31T15:30:00Z,1,0,3,False,90,0,0,1,0,0,0,0,0,0,0,0,27,22.0,1.8,0.0,2.4,6,2,3,9,1,0.00,0.00,0.00,0.49,60,-57023,622196,36691,93714,371
371,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,37,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,16.9,10.0,2.7,0,0,0,0,1,0.08,0.02,0.10,0.12,60,38411,708988,99834,61423,371
372,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,30,0,0,0,2,0,0,0,0,0,0,0,-3,5.4,4.1,2.0,1.2,2,0,0,2,0,0.00,0.04,0.04,0.89,60,0,129710,0,0,372
372,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-20533,133129,2762,23295,372
372,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-13901,132946,4498,18399,372
372,34,3,1,False,2025-09-14T13:00:00Z,0,1,4,False,52,0,0,0,0,0,0,0,0,0,0,0,20,24.6,68.0,23.0,11.6,0,2,0,0,0,0.10,0.37,0.47,0.01,59,-11969,128481,3297,15266,372
373,1,4,3,True,2025-08-15T19:00:00Z,4,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,11,49.4,0.9,25.0,7.5,20,4,1,21,1,0.18,0.01,0.19,1.70,60,0,2230654,0,0,373
373,19,15,3,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,0,0,2,0,0,0,0,0,0,0,10,38.6,0.3,0.0,3.9,15,1,0,15,1,0.00,0.00,0.00,0.93,60,-10208,2591224,131727,141935,373
373,25,1,8,True,2025-08-31T15:30:00Z,1,0,3,False,90,0,0,1,0,0,0,0,0,0,0,2,29,31.2,3.7,2.0,3.7,8,2,0,8,1,0.00,0.02,0.02,0.49,60,-16090,2734452,154150,170240,373
373,34,3,8,False,2025-09-14T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,2,27,24.8,16.3,0.0,4.1,5,1,1,6,1,0.00,0.06,0.06,0.13,60,319318,3276265,450389,131071,373
374,1,4,1,True,2025-08-15T19:00:00Z,4,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,6,21.4,0.6,0.0,2.2,7,5,0,7,1,0.00,0.00,0.00,1.70,55,0,278294,0,0,374
374,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,0,0,2,0,0,0,1,0,0,0,5,13.2,1.0,0.0,1.4,5,1,1,6,1,0.00,0.01,0.01,0.93,55,-21595,314014,18206,39801,374
374,25,1,6,True,2025-08-31T15:30:00Z,1,0,3,False,78,0,0,1,0,0,0,0,0,0,0,0,26,16.2,0.8,0.0,1.7,4,2,1,5,1,0.00,0.00,0.00,0.40,55,-27204,310805,21429,48633,374
374,34,3,9,False,2025-09-14T13:00:00Z,0,1,4,False,86,0,0,1,0,0,0,0,0,0,0,3,29,20.8,26.7,9.0,5.7,3,3,4,7,1,0.49,0.05,0.54,0.13,55,14468,350482,46796,32328,374
375,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,13853,0,0,375
375,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,10,0,0,0,1,0,0,0,1,0,0,0,-7,4.0,1.3,2.0,0.7,1,0,0,1,0,0.00,0.01,0.01,0.16,50,-3238,11310,734,3972,375
375,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,228,13350,2680,2452,375
375,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,45,0,0,0,0,0,0,0,1,0,0,0,6,7.8,8.5,11.0,2.7,1,3,1,2,0,0.02,0.08,0.10,0.01,50,-507,14403,2047,2554,375
376,1,4,1,True,2025-08-15T19:00:00Z,4,2,1,False,18,0,0,0,1,0,0,0,0,0,0,0,-1,2.4,0.4,0.0,0.3,1,1,0,1,0,0.00,0.00,0.00,0.21,50,0,6742,0,0,376
376,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,274,12191,1448,1174,376
376,25,1,1,True,2025-08-31T15:30:00Z,1,0,3,False,11,0,0,0,0,0,0,0,0,0,0,0,6,12.2,0.1,0.0,1.2,7,0,0,7,0,0.00,0.00,0.00,0.09,50,-674,14499,1225,1899,376
376,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-420,16097,1355,1775,376
377,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,11722,0,0,377
377,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-2187,12228,462,2649,377
377,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-1532,11810,479,2011,377
377,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-1305,11161,359,1664,377
378,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,9069,0,0,378
378,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1338,10640,189,1527,378
378,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1189,10442,160,1349,378
378,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,5589,20741,9590,4001,378
379,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,14971,0,0,379
379,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1897,17261,529,2426,379
379,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1886,16902,432,2318,379
379,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,3207,24433,6826,3619,379
380,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,15433,0,0,380
380,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1849,18087,576,2425,380
380,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1847,17947,435,2282,380
380,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,4144,27487,7294,3150,380
381,1,4,8,True,2025-08-15T19:00:00Z,4,2,1,False,90,1,0,0,2,0,0,0,0,0,0,1,36,49.0,33.8,51.0,13.4,1,9,0,10,1,0.26,0.11,0.37,1.70,145,0,5221323,0,0,381
381,19,15,5,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,1,0,2,0,0,0,0,0,0,0,24,21.0,28.3,6.0,5.5,1,1,0,2,1,0.00,0.21,0.21,0.93,145,1223,5757761,150654,149431,381
381,25,1,3,True,2025-08-31T15:30:00Z,1,0,3,False,90,0,0,1,0,0,0,0,0,0,0,0,5,0.4,6.8,17.0,2.4,0,2,0,2,1,0.05,0.03,0.08,0.49,145,102632,6034857,291184,188552,381
381,34,3,9,False,2025-09-14T13:00:00Z,0,1,4,False,90,1,0,1,0,0,0,0,0,0,0,1,26,35.0,20.6,27.0,8.3,0,3,0,3,1,0.79,0.15,0.94,0.13,145,77126,6379010,324596,247470,381
382,1,4,2,True,2025-08-15T19:00:00Z,4,2,1,False,81,0,0,0,2,0,0,0,0,0,0,0,14,12.0,45.0,12.0,6.9,1,6,2,9,1,0.14,0.28,0.42,1.70,85,0,3336069,0,0,382
382,19,15,2,False,2025-08-25T19:00:00Z,2,3,2,False,79,0,0,0,1,0,0,0,0,0,0,0,9,1.8,10.2,19.0,3.1,0,2,1,3,1,0.05,0.10,0.14,0.78,85,-526094,2951159,46640,572734,382
382,25,1,3,True,2025-08-31T15:30:00Z,1,0,3,False,88,0,0,1,0,0,0,0,0,0,0,0,18,14.8,12.6,23.0,5.0,2,4,2,8,1,0.18,0.06,0.24,0.40,84,-536444,2439208,86638,623082,382
382,34,3,3,False,2025-09-14T13:00:00Z,0,1,4,False,86,0,0,1,0,0,0,0,0,0,0,0,8,9.2,59.0,22.0,9.0,1,2,1,4,1,0.15,0.26,0.41,0.13,84,-288845,2273563,157830,446675,382
383,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,80,0,12733,0,0,383
383,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,80,-4506,8134,0,4506,383
383,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,80,-1344,6929,0,1344,383
383,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,80,-565,6407,0,565,383
384,1,4,7,True,2025-08-15T19:00:00Z,4,2,1,False,90,1,0,0,2,0,0,0,0,0,0,0,34,48.2,39.6,46.0,13.4,1,6,1,8,1,0.20,0.44,0.64,1.70,75,0,694300,0,0,384
384,19,15,10,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,2,0,2,0,0,0,0,0,0,2,29,39.4,22.3,8.0,7.0,2,4,3,9,1,0.06,0.07,0.13,0.93,75,79237,906927,164597,85360,384
384,25,1,3,True,2025-08-31T15:30:00Z,1,0,3,False,90,0,0,1,0,0,0,0,0,0,0,0,10,11.4,13.9,22.0,4.7,2,2,1,5,1,0.05,0.01,0.06,0.49,76,548692,1572398,655549,106857,384
384,34,3,3,False,2025-09-14T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,14,4.2,35.8,32.0,7.2,1,0,0,1,1,0.21,0.32,0.53,0.13,77,583673,2257402,766169,182496,384
385,1,4,6,True,2025-08-15T19:00:00Z,4,2,1,False,8,1,0,0,0,0,0,0,0,0,0,0,29,35.2,0.3,17.0,5.3,0,0,1,1,0,0.16,0.00,0.16,0.00,65,0,7924,0,0,385
385,19,15,1,False,2025-08-25T19:00:00Z,2,3,2,False,10,0,0,0,1,0,0,0,0,0,0,0,2,1.2,0.3,0.0,0.2,1,0,0,1,0,0.00,0.00,0.00,0.16,65,6276,37939,8842,2566,385
385,25,1,1,True,2025-08-31T15:30:00Z,1,0,3,False,11,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.1,2.0,0.2,0,0,0,0,0,0.12,0.00,0.12,0.09,65,-3677,39763,3604,7281,385
385,34,3,1,False,2025-09-14T13:00:00Z,0,1,4,False,18,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.6,8.0,0.7,0,0,0,0,0,0.08,0.03,0.11,0.01,65,-4210,37942,1836,6046,385
386,1,4,5,True,2025-08-15T19:00:00Z,4,2,1,False,71,0,1,0,1,0,0,0,0,0,0,0,27,27.4,15.2,11.0,5.4,1,2,3,6,1,0.03,0.02,0.05,1.49,65,0,150572,0,0,386
386,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,886,212641,21770,20884,386
386,25,1,3,True,2025-08-31T15:30:00Z,1,0,3,False,60,0,0,1,0,0,0,0,0,0,0,0,7,6.2,21.5,5.0,3.3,2,7,0,9,1,0.05,0.05,0.10,0.31,65,-38923,188526,11387,50310,386
386,34,3,1,False,2025-09-14T13:00:00Z,0,1,4,False,45,0,0,0,0,0,0,0,0,0,0,0,10,3.4,4.7,0.0,0.8,0,2,1,3,1,0.00,0.03,0.03,0.12,64,-18453,179405,10258,28711,386
387,1,4,2,True,2025-08-15T19:00:00Z,4,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,17,14.0,29.8,24.0,6.8,2,5,4,11,1,0.10,0.09,0.19,1.70,65,0,203688,0,0,387
387,19,15,2,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,0,0,2,0,0,0,0,0,0,0,13,9.6,2.4,2.0,1.4,4,4,1,9,1,0.00,0.01,0.01,0.93,65,-26831,200506,8164,34995,387
387,25,1,13,True,2025-08-31T15:30:00Z,1,0,3,False,90,1,0,1,0,0,0,0,0,0,0,3,45,56.0,17.0,7.0,8.0,7,5,2,14,1,0.03,0.02,0.05,0.49,65,-15956,198200,13992,29948,387
387,34,3,3,False,2025-09-14T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,14,12.6,11.9,22.0,4.7,4,4,1,9,1,0.21,0.07,0.28,0.13,65,127903,373770,158474,30571,387
388,1,4,1,True,2025-08-15T19:00:00Z,4,2,1,False,18,0,0,0,1,0,0,0,0,0,0,0,4,3.2,10.9,0.0,1.4,0,1,0,1,0,0.00,0.04,0.04,0.21,55,0,11008,0,0,388
388,19,15,2,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,0,0,2,0,0,0,0,0,0,0,16,12.4,7.8,0.0,2.0,0,6,4,10,1,0.00,0.02,0.02,0.93,55,-2254,10914,456,2710,388
388,25,1,4,True,2025-08-31T15:30:00Z,1,0,3,False,29,0,1,0,0,0,0,0,0,0,0,0,14,5.6,11.6,0.0,1.7,1,2,0,3,0,0.00,0.02,0.02,0.18,54,-668,11539,1316,1984,388
388,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1480,10751,877,2357,388
390,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,9545,0,0,390
390,19,15,7,False,2025-08-25T19:00:00Z,2,3,2,False,90,1,0,0,2,0,0,0,1,0,0,1,28,40.6,6.3,7.0,5.4,3,4,1,8,1,0.02,0.01,0.03,0.93,55,2016,21920,4471,2455,390
390,25,1,2,True,2025-08-31T15:30:00Z,1,0,3,False,90,0,0,1,0,0,0,0,1,0,0,0,13,6.2,15.3,1.0,2.3,1,7,1,9,1,0.02,0.01,0.03,0.49,55,14267,50354,19577,5310,390
390,34,3,3,False,2025-09-14T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,19,21.2,51.8,12.0,8.5,2,3,1,6,1,0.12,0.11,0.23,0.13,55,12981,71443,24091,11110,390
392,1,4,4,True,2025-08-15T19:00:00Z,4,2,1,False,30,0,1,0,2,0,0,0,0,0,0,0,15,24.6,10.7,0.0,3.5,1,0,2,3,0,0.00,0.00,0.00,0.89,50,0,7610,0,0,392
392,19,15,1,False,2025-08-25T19:00:00Z,2,3,2,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,85,13328,1738,1653,392
392,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,1,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.0,0.0,0.0,1,0,0,1,0,0.00,0.00,0.00,0.09,50,-1507,13213,800,2307,392
392,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-1167,13109,794,1961,392
393,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,4817,0,0,393
393,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-546,5275,338,884,393
393,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,195,7529,1206,1011,393
393,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,738,7691,2707,1969,393
394,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2780,0,0,394
394,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-383,3213,136,519,394
394,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-370,3174,149,519,394
394,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,275,4150,913,638,394
395,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,624,0,0,395
395,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-158,460,0,158,395
395,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-68,396,0,68,395
395,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-43,354,0,43,395
396,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,7885,0,0,396
396,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1176,7977,517,1693,396
396,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,12294,40266,17630,5336,396
396,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-710,27121,5398,6108,396
397,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,0,23712,0,0,397
397,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-10589,12927,0,10589,397
397,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-2738,10507,0,2738,397
397,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-1113,9462,0,1113,397
398,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,13290,0,0,398
398,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1689,15660,946,2635,398
398,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-1949,15622,1079,3028,398
398,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-944,15978,1410,2354,398
499,2,2,0,False,2025-08-16T11:30:00Z,0,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,105,0,844225,0,0,499
499,19,12,0,True,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,104,-376049,503417,5477,381526,499
499,24,11,0,False,2025-08-30T16:30:00Z,0,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,104,-156132,375419,9542,165674,499
499,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,104,546713,1010624,723601,176888,499
661,1,4,11,True,2025-08-15T19:00:00Z,4,2,1,False,71,1,1,0,1,0,0,0,0,0,0,2,37,52.8,24.4,37.0,11.4,1,0,0,1,1,1.14,0.02,1.16,1.49,85,0,1395287,0,0,661
661,19,15,9,False,2025-08-25T19:00:00Z,2,3,2,False,79,1,0,0,1,0,0,0,0,0,0,3,33,39.8,22.4,23.0,8.5,3,2,0,5,1,0.21,0.06,0.27,0.78,86,523784,2376598,618743,94959,661
661,25,1,2,True,2025-08-31T15:30:00Z,1,0,3,False,78,0,0,1,0,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3,0,1,1,2,1,0.00,0.00,0.00,0.40,87,554685,3110323,722062,167377,661
661,34,3,2,False,2025-09-14T13:00:00Z,0,1,4,False,71,0,0,1,0,0,0,0,0,0,0,0,8,2.6,2.7,10.0,1.5,1,3,0,4,1,0.10,0.06,0.16,0.12,88,353450,3657269,690346,336896,661
686,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,686
686,19,15,6,False,2025-08-25T19:00:00Z,2,3,2,False,1,1,0,0,0,0,0,0,0,0,0,0,27,34.0,0.1,17.0,5.1,0,0,0,0,0,0.37,0.00,0.37,0.00,45,4566,13342,6884,2318,686
686,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,26334,53032,34799,8465,686
